,name,headline,date,change
0,신한지주,"[신년사로 본 금융권 경영화두] 금융지주 ""계열사 협업으로 위기넘자""",2017-01-02,1
1,신한지주,한동우 신한금융 회장 시무식 개최,2017-01-02,1
2,신한지주,금융사 올 경영 키워드는 ‘디지털’ ‘시너지’,2017-01-02,1
3,신한지주,"'정유년' 금융권 화두, '리스크 관리와 디지털 혁신'",2017-01-02,1
4,신한지주,"""디지털 금융 혁신으로 저성장 파고 넘는다""",2017-01-02,1
5,신한지주,금융권 신년사 화두는 ‘위기 속 도약’,2017-01-02,1
6,신한지주,"코스피·코스닥, 등락 반복 끝에…약보합 장 마감",2017-01-02,1
7,신한지주,"[마감]코스피, 새해 첫날 하락…'1월 효과' 약발 약했다",2017-01-02,1
8,신한지주,[마감시황] 새해 첫 증시…코스피ㆍ코스닥 ‘눈치보기’ 보합권,2017-01-02,1
9,신한지주,"은행권 CEO 올해 공통 경영 키워드 ""가계부채·디지털 혁신""",2017-01-02,1
10,신한지주,"한동우 신한지주 회장 ""2017년 선견·선결·선행 경영 필요""",2017-01-02,1
11,신한지주,"'하락 출발' 코스피, 시가총액 상위 종목 상승세로 반등",2017-01-02,1
12,신한지주,"[오늘의포인트]2017년 첫날, 코스피 색깔은",2017-01-02,1
13,신한지주,"'위기의 정유년' 금융권 CEO 경영 화두는…""리스크관리·디지털""",2017-01-02,1
14,신한지주,디지털·시너지·혁신 키워드…금융 CEO들 2017년 새 아침 열다,2017-01-02,1
15,신한지주,금융 수장들 신년사 화두는 '변화와 혁신',2017-01-02,1
16,신한지주,"[오전시황] 코스피, 정유년 첫 거래일 상승 반전… 2030선 ‘탈환’",2017-01-02,1
17,신한지주,정유년 새해 금융권 CEO 일성(一聲)은 “디지털ㆍ시너지ㆍ혁신”,2017-01-02,1
18,신한지주,"은행권 CEO 정유년 화두는 ""디지털 금융 선점""",2017-01-02,1
19,신한지주,"코스피, 상승 반전…외국인 매도세 약화",2017-01-02,1
20,신한지주,"신한금융지주, 9년만에 금융권 순익 1위자리 내주나",2017-01-03,1
21,신한지주,우리은행 이사회 의장에 노성태 사외이사 유력,2017-01-03,1
22,신한지주,"""올해 크레바스처럼 예측 불가…국회서 은산분리 규제부터 풀어달라""",2017-01-03,1
23,신한지주,"신한금융, 차기회장 선임 레이스 시작",2017-01-04,1
24,신한지주,신한금융 차기회장 선임 절차 돌입,2017-01-04,1
25,신한지주,"신한금융지주, 차기 회장 선임 작업 돌입…후보추천위 개최",2017-01-04,1
26,신한지주,"신한금융지주, 차기 회장 선임작업 돌입",2017-01-04,1
27,신한지주,신한금융 차기 회장 선출 '킥 오프'‥이르면 이달 중순 윤곽,2017-01-04,1
28,신한지주,신한금융지주 회장 선임작업 본격화…회추위 구성,2017-01-04,1
29,신한지주,"신한금융, 차기 회장 인선 작업 본격 착수",2017-01-04,1
30,신한지주,"신한금융, 차기 회장 선임 절차 시작",2017-01-04,1
31,신한지주,국내 최대 금융그룹 신한금융지주 회장 선임작업 돌입,2017-01-04,1
32,신한지주,"신한금융 회추위 킥오프, 차기 회장 선정 돌입",2017-01-04,1
33,신한지주,신한금융 차기 회장 선임 본격화…회추위 개시,2017-01-04,1
34,신한지주,신한금융 차기 회장 선출 절차 개시..이달 중순 윤곽 나올듯,2017-01-04,1
35,신한지주,"신한지주, 차기 회장 인선 본격 '스타트'…1차 회추위 개최",2017-01-04,1
36,신한지주,우리은행 차기 행장 내부서 뽑는다,2017-01-04,1
37,신한지주,"코스피, 외국인·개인 동반 매수세에 2,040선 장 마감",2017-01-04,1
38,신한지주,[서울경제TV] 우리銀 민영화 후 첫 이사회 “행장은 내부 출신”,2017-01-04,1
39,신한지주,"[인베스트조선] 우리은행 사외이사 ""차기 행장, 부정적 기업문화 해소 비전 있어야...",2017-01-04,1
40,신한지주,"우리은행 차기행장, 전·현직 내부인사에서 뽑는다",2017-01-04,1
41,신한지주,"코스피 외인 연속매수에 이틀째 상승…2,045.64(종합)",2017-01-04,1
42,신한지주,"코스피, 외인·개인 동반매수 '강보합'… 2045.64 마감",2017-01-04,1
43,신한지주,조용병이냐 위성호냐… 막 오른 신한금융 회장 선출,2017-01-05,0
44,신한지주,어! 금리 메리트 없네…대형은행의 역설,2017-01-05,0
45,신한지주,신한금융 차기회장 레이스 본격돌입,2017-01-05,0
46,신한지주,"코스피, 연일 기관 '팔자'… 0.18%↓ 2041.95 마감",2017-01-05,0
47,신한지주,"코스피, 외국인 7일째 '사자'…2,040선 방어(종합)",2017-01-05,0
48,신한지주,"코스피, 기관 ‘팔자’에…3.69p 하락 마감",2017-01-05,0
49,신한지주,"실적 시즌 앞둔 코스피, 2040선 약보합 마감…관망심리 강화",2017-01-05,0
50,신한지주,"코스피, 장막판 외국인 매수세로 2,040선 방어",2017-01-05,0
51,신한지주,"[시황종합]코스피, 약보합... 코스닥 두달만에 640대 회복",2017-01-05,0
52,신한지주,"[마감시황] 코스피, 개인ㆍ외인 매수세에 2040선 지지ㆍ정체",2017-01-05,0
53,신한지주,[마감시황]기관 매도에 코스피 하락 마감,2017-01-05,0
54,신한지주,"[마감]'美금리인상 빨라질라'…코스피, 사흘만에 뒷걸음질",2017-01-05,0
55,신한지주,"코스피, 기관 '팔자'에 약보합... 한진해운 19% 강세",2017-01-05,0
56,신한지주,"[1시 주식시장은]코스피, 기관 매도에 약보합",2017-01-05,0
57,신한지주,"코스피 약보합 흐름, 은행금융업 1% 넘게 내려",2017-01-05,0
58,신한지주,신한금융·우리은행 회추위 가동…새해 금융 CEO 지각변동,2017-01-05,0
59,신한지주,"'세대교체' 앞둔 신한지주…차기 회장, 보름 내 윤곽",2017-01-05,0
60,신한지주,"코스피, 2040선에서 등락…코스닥 640선 회복",2017-01-05,0
61,신한지주,[마켓뷰] 180만원 무너진 삼성전자…실적발표 앞두고 관망세,2017-01-05,0
62,신한지주,외풍 멈춘 은행권 CEO 선임 ‘내부경쟁’…우리 5파전·신한 2파전 전망,2017-01-05,0
63,신한지주,"BNP파리바, 신한지주 850만주 매각",2017-01-06,1
64,신한지주,<이슈분석> 신한금융·우리은행 차기 수장 '초읽기',2017-01-06,1
65,신한지주,"<이슈분석> 금융권에 부는 CEO 인사태풍…""관치금융 철폐해야""",2017-01-06,1
66,신한지주,"BNP파리바, 신한지주 지분 1.8% 매각",2017-01-06,1
